,Gene,Ensembl,RNA tissue specificity,RNA tissue distribution,RNA tissue specificity score,RNA tissue specific nTPM,RNA single cell type specificity,RNA single cell type distribution,RNA single cell type specificity score,RNA single cell type specific nTPM,RNA single nuclei brain specificity,RNA single nuclei brain distribution,RNA single nuclei brain specificity score,RNA single nuclei brain specific nTPM,TAU score - Tissue,TAU score - Blood,TAU score - Brain,TAU score - Single Cell Type,TAU score - Single nuclei brain
0,VAX1,ENSG00000148704,Tissue enriched,Detected in single,9,{'brain': '4.8'},Cell type enriched,Detected in some,5,{'Inhibitory neurons': '7.1'},Cell type enhanced,Detected in some,,"{'CGE interneuron': '7.1', 'eccentric medium spiny neuron': '11.8', 'MGE interneuron': '14.7'}",0.97,Not detected,0.58,0.98,0.84
0,VAX2,ENSG00000116035,Group enriched,Detected in some,8,"{'brain': '12.1', 'retina': '10.8'}",Cell type enhanced,Detected in some,,"{'Bipolar cells': '5.7', 'Cone photoreceptor cells': '23.8', 'Distal tubular cells': '6.1', 'Horizontal cells': '9.4', 'Muller glia cells': '6.2', 'Rod photoreceptor cells': '17.4'}",Group enriched,Detected in many,5,"{'committed oligodendrocyte precursor': '9.9', 'hippocampal dentate gyrus': '7.1', 'oligodendrocyte precursor cell': '9.3', 'upper rhombic lip': '15.9'}",0.82,Not detected,0.57,0.89,0.76
0,VENTX,ENSG00000151650,Low tissue specificity,Detected in many,,,Group enriched,Detected in some,6,"{'Kupffer cells': '5.0', 'Langerhans cells': '10.7', 'Macrophages': '10.0', 'monocytes': '18.6'}",Cell type enriched,Detected in some,4,{'central nervous system macrophage': '9.3'},0.56,0.70,0.13,0.95,0.96
0,VSX1,ENSG00000100987,Group enriched,Detected in some,9,"{'brain': '15.1', 'retina': '34.4'}",Cell type enriched,Detected in some,24,{'Bipolar cells': '447.0'},Group enriched,Detected in some,4,"{'astrocyte': '14.8', 'bergmann glia': '22.4', 'oligodendrocyte precursor cell': '35.4', 'upper rhombic lip': '19.5'}",0.91,Not detected,0.45,0.96,0.81
0,VSX2,ENSG00000119614,Tissue enriched,Detected in single,258,{'retina': '71.4'},Group enriched,Detected in some,23,"{'Bipolar cells': '128.9', 'Muller glia cells': '74.8'}",Not detected,Not detected,,,0.99,Not detected,0.80,0.97,Not detected
0,ZFHX2,ENSG00000136367,Tissue enhanced,Detected in some,,{'testis': '6.9'},Cell type enhanced,Detected in many,,"{'Astrocytes': '21.4', 'Ciliated cells': '21.1', 'Early spermatids': '47.9', 'Excitatory neurons': '30.0', 'Inhibitory neurons': '19.1', 'Late spermatids': '29.1', 'Oligodendrocyte precursor cells': '25.5', 'Oligodendrocytes': '19.3'}",Low cell type specificity,Detected in all,,,0.74,Not detected,0.15,0.72,0.29
0,ZHX1,ENSG00000165156,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in some,,,0.20,0.42,0.08,0.33,0.52
0,ZHX2,ENSG00000178764,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Astrocytes': '239.0', 'Microglial cells': '77.8', 'Oligodendrocyte precursor cells': '188.2', 'Oligodendrocytes': '164.6'}",Low cell type specificity,Detected in all,,,0.28,0.34,0.12,0.63,0.29
0,ZHX3,ENSG00000174306,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Astrocytes': '351.4', 'Early spermatids': '114.9', 'Excitatory neurons': '95.6', 'Inhibitory neurons': '92.4', 'Oligodendrocyte precursor cells': '131.1', 'Oligodendrocytes': '132.5'}",Cell type enhanced,Detected in all,,{'bergmann glia': '785.9'},0.30,Not detected,0.04,0.60,0.25
0,PAX2,ENSG00000075891,Group enriched,Detected in some,5,"{'epididymis': '29.0', 'kidney': '83.0'}",Group enriched,Detected in some,4,"{'Collecting duct cells': '134.2', 'Glandular and luminal cells': '231.1'}",Cell type enriched,Detected in some,6,{'cerebellar inhibitory': '82.4'},0.89,Not detected,0.58,0.91,0.88
0,PAX3,ENSG00000135903,Tissue enhanced,Detected in some,,"{'brain': '3.1', 'salivary gland': '4.6', 'skeletal muscle': '3.5', 'skin 1': '2.8'}",Cell type enhanced,Detected in some,,"{'Early spermatids': '13.7', 'Late spermatids': '36.3', 'Melanocytes': '58.4', 'Skeletal myocytes': '11.7'}",Cell type enriched,Detected in some,7,{'bergmann glia': '676.3'},0.87,Not detected,0.49,0.94,0.87
0,PAX4,ENSG00000106331,Not detected,Not detected,,,Group enriched,Detected in some,6,"{'Enteroendocrine cells': '16.1', 'Late spermatids': '11.0'}",Not detected,Not detected,,,Not detected,Not detected,Not detected,0.98,Not detected
0,PAX6,ENSG00000007372,Group enriched,Detected in some,8,"{'brain': '81.6', 'retina': '66.8'}",Group enriched,Detected in some,6,"{'Horizontal cells': '473.4', 'Muller glia cells': '408.8'}",Group enriched,Detected in many,4,"{'astrocyte': '89.5', 'bergmann glia': '113.2', 'ependymal cell': '44.3', 'upper rhombic lip': '135.0'}",0.88,Not detected,0.38,0.89,0.67
0,PAX7,ENSG00000009709,Tissue enhanced,Detected in some,,"{'skeletal muscle': '5.5', 'tongue': '4.2'}",Cell type enriched,Detected in some,7,{'Skeletal myocytes': '11.7'},Cell type enhanced,Detected in some,,{'ependymal cell': '5.5'},0.95,Not detected,0.56,0.98,0.75
0,POU1F1,ENSG00000064835,Tissue enriched,Detected in single,138,{'pituitary gland': '58.1'},Not detected,Not detected,,,Not detected,Not detected,,,0.99,Not detected,Not detected,Not detected,Not detected
0,POU2F1,ENSG00000143190,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Astrocytes': '256.7', 'Excitatory neurons': '181.2', 'Inhibitory neurons': '175.9', 'Oligodendrocyte precursor cells': '174.5', 'Oligodendrocytes': '188.1'}",Low cell type specificity,Detected in all,,,0.46,0.79,0.22,0.45,0.10
0,POU2F2,ENSG00000028277,Tissue enhanced,Detected in many,,{'lymphoid tissue': '49.6'},Cell type enhanced,Detected in many,,"{'B-cells': '250.8', 'Kupffer cells': '103.9', 'Langerhans cells': '138.2', 'Macrophages': '103.5', 'monocytes': '292.5', 'Plasma cells': '113.3'}",Cell type enhanced,Detected in all,,{'central nervous system macrophage': '157.2'},0.68,0.55,0.22,0.67,0.40
0,POU2F3,ENSG00000137709,Tissue enriched,Detected in some,8,{'skin 1': '46.3'},Cell type enhanced,Detected in some,,"{'Basal keratinocytes': '12.2', 'Basal prostatic cells': '14.2', 'Collecting duct cells': '9.7', 'Gastric mucus-secreting cells': '9.4', 'Ionocytes': '10.7', 'Suprabasal keratinocytes': '23.5', 'Syncytiotrophoblasts': '11.0'}",Cell type enhanced,Detected in some,,{'deep-layer near-projecting': '2.0'},0.88,Not detected,0.19,0.79,0.70
0,POU3F1,ENSG00000185668,Tissue enriched,Detected in some,8,{'skin 1': '31.8'},Cell type enhanced,Detected in many,,"{'Breast myoepithelial cells': '56.2', 'Rod photoreceptor cells': '24.4', 'Schwann cells': '28.1', 'Suprabasal keratinocytes': '34.2'}",Cell type enhanced,Detected in many,,"{'bergmann glia': '35.7', 'hippocampal CA1-3': '47.1', 'miscellaneous': '31.3'}",0.92,Not detected,0.48,0.71,0.72
0,POU3F2,ENSG00000184486,Tissue enriched,Detected in single,21,{'brain': '11.6'},Cell type enhanced,Detected in some,,"{'Astrocytes': '73.4', 'Excitatory neurons': '8.5', 'Muller glia cells': '9.7', 'Oligodendrocyte precursor cells': '25.5', 'Oligodendrocytes': '12.5', 'Oocytes': '9.6'}",Cell type enhanced,Detected in many,,"{'astrocyte': '119.2', 'bergmann glia': '66.7', 'ependymal cell': '64.8'}",0.98,Not detected,0.17,0.94,0.67
0,POU3F3,ENSG00000198914,Group enriched,Detected in some,19,"{'brain': '35.4', 'epididymis': '31.6', 'kidney': '57.2', 'seminal vesicle': '14.7'}",Group enriched,Detected in some,7,"{'Basal prostatic cells': '138.8', 'Collecting duct cells': '54.5'}",Cell type enhanced,Detected in some,,"{'bergmann glia': '3.2', 'oligodendrocyte': '2.3', 'oligodendrocyte precursor cell': '1.9'}",0.88,Not detected,0.10,0.93,0.81
0,POU3F4,ENSG00000196767,Tissue enriched,Detected in some,12,{'brain': '19.7'},Cell type enriched,Detected in some,10,{'Collecting duct cells': '11.7'},Cell type enhanced,Detected in many,,"{'bergmann glia': '21.0', 'CGE interneuron': '21.3', 'eccentric medium spiny neuron': '17.9', 'medium spiny neuron': '25.9'}",0.98,Not detected,0.49,0.99,0.74
0,POU4F1,ENSG00000152192,Tissue enhanced,Detected in single,,{'retina': '2.5'},Cell type enhanced,Detected in some,,"{'dendritic cells': '4.4', 'Horizontal cells': '12.6', 'Oocytes': '8.8', 'Skeletal myocytes': '2.9', 'Spermatocytes': '2.3', 'Spermatogonia': '2.8'}",Group enriched,Detected in some,4,"{'astrocyte': '2.9', 'committed oligodendrocyte precursor': '4.0', 'splatter': '2.4'}",0.92,Not detected,0.67,0.93,0.91
0,POU4F2,ENSG00000151615,Tissue enhanced,Detected in some,,"{'retina': '1.0', 'testis': '1.0'}",Cell type enhanced,Detected in some,,"{'Bipolar cells': '1.6', 'Granulosa cells': '1.1', 'Horizontal cells': '4.4'}",Cell type enriched,Detected in single,9,{'lower rhombic lip': '6.2'},0.96,Not detected,0.82,0.97,0.98
0,POU4F3,ENSG00000091010,Not detected,Not detected,,,Not detected,Not detected,,,Not detected,Not detected,,,Not detected,Not detected,0.75,Not detected,Not detected
0,POU5F1,ENSG00000204531,Tissue enhanced,Detected in many,,{'kidney': '16.0'},Cell type enriched,Detected in many,4,{'Glandular and luminal cells': '48.5'},Low cell type specificity,Detected in some,,,0.62,Not detected,0.11,0.81,0.54
0,POU5F1B,ENSG00000212993,Tissue enhanced,Detected in some,,{'choroid plexus': '4.1'},Cell type enriched,Detected in some,4,{'Glandular and luminal cells': '8.1'},Group enriched,Detected in some,11,"{'choroid plexus epithelial cell': '5.7', 'ependymal cell': '2.4'}",0.80,0.86,0.37,0.92,0.94
0,POU5F2,ENSG00000248483,Tissue enhanced,Detected in some,,"{'retina': '1.0', 'testis': '1.9'}",Cell type enhanced,Detected in many,,"{'Horizontal cells': '19.5', 'Rod photoreceptor cells': '20.7', 'Spermatocytes': '19.7'}",Not detected,Not detected,,,0.86,Not detected,0.09,0.59,Not detected
0,POU6F1,ENSG00000184271,Tissue enhanced,Detected in many,,{'brain': '7.7'},Cell type enhanced,Detected in many,,"{'Astrocytes': '19.8', 'Excitatory neurons': '21.4', 'Inhibitory neurons': '28.2', 'Oligodendrocyte precursor cells': '19.8', 'Oligodendrocytes': '22.0'}",Low cell type specificity,Detected in all,,,0.61,Not detected,0.19,0.70,0.14
0,POU6F2,ENSG00000106536,Tissue enhanced,Detected in single,,{'brain': '1.6'},Group enriched,Detected in some,5,"{'Astrocytes': '122.6', 'Excitatory neurons': '455.6', 'Oligodendrocyte precursor cells': '268.8'}",Cell type enhanced,Detected in all,,"{'deep-layer corticothalamic and 6b': '415.1', 'deep-layer intratelencephalic': '421.4', 'oligodendrocyte precursor cell': '382.4'}",0.87,Not detected,0.63,0.91,0.45
0,HSF1,ENSG00000185122,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,{'Early spermatids': '221.1'},Low cell type specificity,Detected in all,,,0.25,0.16,0.07,0.32,0.16
0,HSF2,ENSG00000025156,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Early spermatids': '138.5', 'Spermatocytes': '80.9', 'Spermatogonia': '94.7'}",Low cell type specificity,Detected in all,,,0.37,0.36,0.13,0.50,0.17
0,HSF4,ENSG00000102878,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Astrocytes': '36.5', 'Excitatory neurons': '29.9', 'Horizontal cells': '38.4', 'Inhibitory neurons': '28.8', 'Leydig cells': '33.4'}",Low cell type specificity,Detected in all,,,0.36,Not detected,0.21,0.61,0.26
0,HSF5,ENSG00000176160,Tissue enriched,Detected in some,41,{'testis': '47.3'},Group enriched,Detected in some,5,"{'Early spermatids': '66.7', 'Spermatocytes': '56.2'}",Low cell type specificity,Detected in many,,,0.98,0.67,Not detected,0.93,0.41
0,HSFX1,ENSG00000171116,Low tissue specificity,Detected in many,,,Not detected,Not detected,,,Not detected,Not detected,,,0.52,Not detected,0.22,Not detected,Not detected
0,HSFX2,ENSG00000268738,Tissue enriched,Detected in some,6,{'testis': '12.0'},Not detected,Not detected,,,,,,,0.79,Not detected,0.32,Not detected,Not available
0,HSFY1,ENSG00000172468,Tissue enriched,Detected in single,15,{'testis': '10.3'},Not detected,Not detected,,,Not detected,Not detected,,,0.96,Not detected,Not detected,Not detected,Not detected
0,HSFY2,ENSG00000169953,Tissue enriched,Detected in single,32,{'testis': '20.5'},Not detected,Not detected,,,,,,,0.98,Not detected,0.48,Not detected,Not available
0,IRF1,ENSG00000125347,Tissue enhanced,Detected in all,,{'bone marrow': '140.3'},Cell type enhanced,Detected in many,,{'Secretory cells': '494.7'},Group enriched,Detected in all,4,"{'endothelial cell': '56.0', 'leukocyte': '119.4'}",0.35,0.25,0.23,0.34,0.69
0,IRF2,ENSG00000168310,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.25,0.25,0.05,0.23,0.22
0,IRF3,ENSG00000126456,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.22,0.16,0.10,0.25,0.39
0,IRF4,ENSG00000137265,Tissue enhanced,Detected in many,,"{'bone marrow': '40.3', 'cervix': '18.4', 'lymphoid tissue': '25.4'}",Cell type enriched,Detected in some,5,{'dendritic cells': '1174.0'},Cell type enriched,Detected in some,22,{'leukocyte': '30.2'},0.73,0.62,0.18,0.89,0.96
0,IRF5,ENSG00000128604,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Collecting duct cells': '21.4', 'Hofbauer cells': '43.7', 'Kupffer cells': '32.2', 'Langerhans cells': '19.0', 'Macrophages': '32.1', 'monocytes': '16.7'}",Cell type enriched,Detected in some,7,{'central nervous system macrophage': '55.7'},0.50,0.53,0.23,0.74,0.86
0,IRF6,ENSG00000117595,Tissue enhanced,Detected in many,,"{'esophagus': '92.8', 'skin 1': '110.5'}",Cell type enhanced,Detected in many,,"{'Basal keratinocytes': '291.1', 'Basal squamous epithelial cells': '232.2', 'Squamous epithelial cells': '239.3', 'Suprabasal keratinocytes': '372.8', 'Syncytiotrophoblasts': '159.3'}",Cell type enhanced,Detected in some,,"{'cerebellar inhibitory': '7.6', 'endothelial cell': '8.1', 'ependymal cell': '7.9'}",0.45,Not detected,0.51,0.59,0.77
0,IRF7,ENSG00000185507,Tissue enhanced,Detected in many,,"{'liver': '37.3', 'lymphoid tissue': '32.4'}",Cell type enriched,Detected in many,7,{'dendritic cells': '1058.5'},Cell type enhanced,Detected in many,,"{'central nervous system macrophage': '19.1', 'endothelial cell': '34.4', 'leukocyte': '19.4'}",0.52,0.56,0.34,0.62,0.76
0,IRF8,ENSG00000140968,Tissue enhanced,Detected in many,,{'lymphoid tissue': '204.3'},Cell type enhanced,Detected in many,,"{'B-cells': '339.6', 'dendritic cells': '1116.2', 'Langerhans cells': '358.0', 'monocytes': '203.4', 'Schwann cells': '193.8'}",Cell type enriched,Detected in some,11,{'central nervous system macrophage': '202.5'},0.62,0.60,0.20,0.76,0.90
0,IRF9,ENSG00000213928,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.24,0.16,0.14,0.36,0.41
0,MSANTD1,ENSG00000188981,Tissue enhanced,Detected in some,,"{'brain': '3.9', 'testis': '3.7'}",Group enriched,Detected in some,8,"{'Early spermatids': '23.1', 'Late spermatids': '40.6'}",Low cell type specificity,Detected in all,,,0.77,Not detected,0.26,0.89,0.40
0,MSANTD3,ENSG00000066697,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Alveolar cells type 1': '53.5'},Low cell type specificity,Detected in all,,,0.24,0.55,0.09,0.42,0.17
0,NAIF1,ENSG00000171169,Low tissue specificity,Detected in many,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.37,0.47,0.10,0.45,0.27
0,BORCS8-MEF2B,ENSG00000064489,Not detected,Not detected,,,Cell type enhanced,Detected in some,,"{'Astrocytes': '3.1', 'Oligodendrocytes': '1.3'}",,,,,Not detected,Not detected,Not detected,0.96,Not available
0,MEF2A,ENSG00000068305,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,"{'Excitatory neurons': '253.9', 'Microglial cells': '676.3', 'Oligodendrocytes': '246.2'}",Group enriched,Detected in all,4,"{'central nervous system macrophage': '3820.0', 'endothelial cell': '1120.6'}",0.28,0.32,0.07,0.44,0.34
0,MEF2B,ENSG00000213999,Tissue enriched,Detected in many,8,{'lymphoid tissue': '38.3'},Cell type enriched,Detected in some,7,{'Plasma cells': '18.5'},Cell type enhanced,Detected in many,,{'vascular associated smooth muscle cell': '35.4'},0.69,Not detected,0.16,0.95,0.53
0,MEF2C,ENSG00000081189,Tissue enhanced,Detected in all,,"{'skeletal muscle': '537.8', 'tongue': '238.2'}",Cell type enhanced,Detected in many,,"{'B-cells': '431.8', 'Excitatory neurons': '711.2', 'Inhibitory neurons': '729.1', 'Microglial cells': '697.8', 'Skeletal myocytes': '616.7'}",Cell type enhanced,Detected in all,,{'central nervous system macrophage': '3465.1'},0.53,0.58,0.26,0.55,0.36
0,MEF2D,ENSG00000116604,Tissue enhanced,Detected in all,,{'skeletal muscle': '162.6'},Cell type enhanced,Detected in many,,{'Cone photoreceptor cells': '142.7'},Low cell type specificity,Detected in all,,,0.33,0.58,0.08,0.40,0.22
0,SRF,ENSG00000112658,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Cardiomyocytes': '100.5'},Low cell type specificity,Detected in all,,,0.25,0.43,0.10,0.43,0.37
0,BAZ2B,ENSG00000123636,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,"{'Astrocytes': '452.7', 'Oligodendrocytes': '562.5', 'Rod photoreceptor cells': '319.9'}",Low cell type specificity,Detected in all,,,0.22,0.52,0.08,0.36,0.18
0,MBD2,ENSG00000134046,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,{'monocytes': '529.0'},Low cell type specificity,Detected in all,,,0.21,0.66,0.08,0.43,0.18
0,MBD3,ENSG00000071655,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,{'Syncytiotrophoblasts': '125.3'},Low cell type specificity,Detected in all,,,0.26,Not detected,0.11,0.41,0.17
0,MBD4,ENSG00000129071,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.27,0.26,0.07,0.25,0.24
0,MBD6,ENSG00000166987,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Rod photoreceptor cells': '71.3'},Low cell type specificity,Detected in all,,,0.24,0.83,0.06,0.36,0.25
0,PIN1,ENSG00000127445,Tissue enhanced,Detected in all,,{'brain': '259.9'},Cell type enriched,Detected in all,4,{'Late spermatids': '807.2'},Low cell type specificity,Detected in all,,,0.31,0.13,0.07,0.37,0.24
0,SETDB1,ENSG00000143379,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.17,0.25,0.11,0.35,0.19
0,SETDB2,ENSG00000136169,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.28,0.22,0.10,0.33,0.18
0,BAZ2A,ENSG00000076108,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.21,0.43,0.06,0.24,0.13
0,MECP2,ENSG00000169057,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.18,0.47,0.05,0.28,0.17
0,MBD1,ENSG00000141644,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Early spermatids': '91.9', 'Late spermatids': '96.0', 'Spermatocytes': '120.3'}",Low cell type specificity,Detected in all,,,0.22,0.18,0.04,0.40,0.06
0,MTERF1,ENSG00000127989,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.25,0.26,0.08,0.34,0.16
0,MTERF2,ENSG00000120832,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Rod photoreceptor cells': '83.5'},Low cell type specificity,Detected in all,,,0.20,0.31,0.18,0.42,0.18
0,MTERF3,ENSG00000156469,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,{'Oocytes': '94.1'},Low cell type specificity,Detected in all,,,0.23,0.24,0.13,0.50,0.09
0,MTERF4,ENSG00000122085,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.24,0.24,0.13,0.26,0.15
0,CDC5L,ENSG00000096401,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,"{'Early spermatids': '245.2', 'Late spermatids': '303.0'}",Low cell type specificity,Detected in all,,,0.20,0.15,0.10,0.33,0.17
0,DMTF1,ENSG00000135164,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Oligodendrocyte precursor cells': '124.5', 'Oligodendrocytes': '164.4'}",Low cell type specificity,Detected in all,,,0.23,0.32,0.10,0.43,0.11
0,MSANTD4,ENSG00000170903,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Bipolar cells': '47.3', 'Early spermatids': '52.2', 'Muller glia cells': '119.9'}",Low cell type specificity,Detected in all,,,0.35,0.16,0.05,0.56,0.28
0,MYB,ENSG00000118513,Group enriched,Detected in many,4,"{'bone marrow': '34.7', 'breast': '19.5', 'intestine': '25.7', 'lymphoid tissue': '64.3'}",Cell type enhanced,Detected in many,,"{'Breast glandular cells': '38.5', 'Ciliated cells': '32.7', 'dendritic cells': '29.8', 'Distal enterocytes': '30.4', 'Enteroendocrine cells': '30.6', 'Erythroid cells': '91.6', 'granulocytes': '40.7', 'Intestinal goblet cells': '30.0', 'Undifferentiated cells': '53.7'}",Group enriched,Detected in many,7,"{'ependymal cell': '54.4', 'LAMP5-LHX6 and Chandelier': '49.1', 'medium spiny neuron': '30.6'}",0.79,0.85,0.53,0.80,0.77
0,MYBL1,ENSG00000185697,Tissue enhanced,Detected in many,,"{'lymphoid tissue': '19.7', 'testis': '11.4'}",Group enriched,Detected in many,4,"{'NK-cells': '182.7', 'T-cells': '84.9'}",Cell type enriched,Detected in many,19,{'leukocyte': '367.6'},0.73,0.85,0.25,0.78,0.74
0,MYBL2,ENSG00000101057,Group enriched,Detected in many,5,"{'bone marrow': '90.6', 'lymphoid tissue': '54.2'}",Group enriched,Detected in many,5,"{'dendritic cells': '285.9', 'Erythroid cells': '76.8', 'Plasma cells': '164.6'}",Low cell type specificity,Detected in single,,,0.77,0.94,Not detected,0.82,0.66
0,MYPOP,ENSG00000176182,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.43,Not detected,0.16,0.39,0.13
0,MYSM1,ENSG00000162601,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.38,Not detected,0.17,0.33,0.11
0,SNAPC4,ENSG00000165684,Low tissue specificity,Detected in many,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.38,Not detected,0.17,0.43,0.18
0,TERB1,ENSG00000249961,Tissue enriched,Detected in some,8,{'testis': '12.2'},Cell type enriched,Detected in some,4,{'Spermatocytes': '121.8'},Low cell type specificity,Detected in many,,,0.93,0.82,0.10,0.96,0.42
0,TERF1,ENSG00000147601,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.21,0.11,0.14,0.26,0.10
0,TERF2,ENSG00000132604,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.26,0.33,0.08,0.27,0.08
0,TTF1,ENSG00000125482,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.28,0.28,0.11,0.27,0.20
0,ZZZ3,ENSG00000036549,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,"{'Excitatory neurons': '98.6', 'Oligodendrocyte precursor cells': '133.0', 'Oligodendrocytes': '260.9'}",Low cell type specificity,Detected in all,,,0.20,0.24,0.13,0.48,0.16
0,MYRF,ENSG00000124920,Group enriched,Detected in many,4,"{'brain': '160.2', 'stomach 1': '85.9'}",Cell type enhanced,Detected in many,,"{'Alveolar cells type 1': '78.8', 'Cholangiocytes': '51.5', 'Gastric mucus-secreting cells': '118.5', 'Mesothelial cells': '68.3', 'Oligodendrocytes': '238.1'}",Group enriched,Detected in many,17,"{'committed oligodendrocyte precursor': '291.3', 'oligodendrocyte': '415.4'}",0.74,Not detected,0.17,0.79,0.77
0,MYRFL,ENSG00000166268,Tissue enriched,Detected in some,9,{'intestine': '22.3'},Group enriched,Detected in some,4,"{'Inhibitory neurons': '98.3', 'Late spermatids': '30.4', 'Oligodendrocyte precursor cells': '66.0', 'Proximal enterocytes': '32.7'}",Cell type enhanced,Detected in many,,{'LAMP5-LHX6 and Chandelier': '59.7'},0.89,Not detected,0.33,0.87,0.46
0,NFX1,ENSG00000086102,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.20,0.36,0.06,0.25,0.11
0,NFXL1,ENSG00000170448,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in all,,{'Spermatocytes': '75.5'},Low cell type specificity,Detected in all,,,0.39,0.51,0.17,0.45,0.10
0,AR,ENSG00000169083,Tissue enhanced,Detected in many,,{'liver': '37.1'},Cell type enhanced,Detected in many,,"{'Basal prostatic cells': '147.1', 'Hepatocytes': '244.2', 'Prostatic glandular cells': '462.1', 'Secretory cells': '149.4'}",Low cell type specificity,Detected in many,,,0.57,Not detected,0.25,0.69,0.44
0,ESR1,ENSG00000091831,Tissue enhanced,Detected in many,,"{'cervix': '80.8', 'endometrium 1': '107.4', 'fallopian tube': '62.8'}",Cell type enhanced,Detected in many,,"{'Breast glandular cells': '73.4', 'Early spermatids': '35.5', 'Endometrial stromal cells': '72.4', 'Glandular and luminal cells': '95.3', 'Hepatocytes': '47.7', 'Secretory cells': '73.5'}",Low cell type specificity,Detected in all,,,0.67,Not detected,0.38,0.76,0.36
0,ESR2,ENSG00000140009,Tissue enhanced,Detected in many,,"{'adrenal gland': '5.9', 'testis': '5.5'}",Cell type enhanced,Detected in many,,"{'Early spermatids': '53.9', 'Late spermatids': '80.5', 'Rod photoreceptor cells': '45.2', 'Spermatocytes': '19.6'}",Low cell type specificity,Detected in all,,,0.65,0.65,0.24,0.79,0.29
0,ESRRA,ENSG00000173153,Tissue enhanced,Detected in all,,{'skeletal muscle': '188.4'},Cell type enhanced,Detected in all,,"{'Distal enterocytes': '162.0', 'Hepatocytes': '249.3', 'Kupffer cells': '167.7', 'Proximal enterocytes': '181.2'}",Low cell type specificity,Detected in all,,,0.38,0.31,0.09,0.42,0.22
0,ESRRB,ENSG00000119715,Tissue enriched,Detected in some,6,{'retina': '35.4'},Cell type enhanced,Detected in some,,"{'Distal tubular cells': '9.2', 'Early spermatids': '8.6', 'Horizontal cells': '18.3', 'Late spermatids': '36.2', 'Rod photoreceptor cells': '39.5'}",Group enriched,Detected in many,4,"{'central nervous system macrophage': '23.6', 'choroid plexus epithelial cell': '61.0'}",0.91,Not detected,0.29,0.90,0.58
